"Protectionism" "Education" "Income" "Female" "Age" "Country" "Continent"
1 9 2 1 3 12 2
1 15 3 1 1 12 2
NaN 7 3 1 6 12 2
1 10 2 1 1 12 2
1 15 3 0 3 12 2
0 20 3 0 6 12 2
1 8 3 1 5 12 2
1 14 4 1 3 12 2
1 11 3 1 5 12 2
1 9 2 1 6 12 2
1 10 3 1 2 12 2
0 10 3 0 1 12 2
0 18 3 0 1 12 2
0 6 2 1 6 12 2
1 9 3 1 5 12 2
1 12 3 0 2 12 2
1 2 4 1 1 12 2
0 5 3 0 4 12 2
0 9 3 0 1 12 2
0 8 3 1 3 12 2
1 4 3 1 6 12 2
0 9 3 0 2 12 2
1 9 1 1 3 12 2
0 11 2 0 2 12 2
1 10 3 1 2 12 2
1 2 3 0 5 12 2
1 8 3 0 6 12 2
0 11 3 1 4 12 2
0 22 4 1 3 12 2
0 15 4 0 5 12 2
0 7 3 0 3 12 2
1 13 3 1 1 12 2
0 NaN 3 1 1 12 2
0 20 3 0 1 12 2
1 14 4 1 6 12 2
0 20 3 1 2 12 2
0 16 3 0 1 12 2
1 7 3 0 4 12 2
0 16 3 0 1 12 2
NaN 13 3 1 4 12 2
0 10 1 1 1 12 2
0 20 3 1 1 12 2
1 14 4 1 3 12 2
1 30 3 0 4 12 2
1 11 3 1 2 12 2
0 11 3 0 4 12 2
1 12 2 0 2 12 2
1 15 2 1 1 12 2
0 23 4 1 3 12 2
1 20 1 1 4 12 2
1 15 3 1 1 12 2
1 9 1 0 2 12 2
0 18 3 1 1 12 2
1 20 3 1 1 12 2
0 20 3 0 2 12 2
1 12 3 1 5 12 2
0 17 3 1 1 12 2
0 19 2 1 2 12 2
1 19 3 0 1 12 2
1 16 3 0 1 12 2
0 17 5 1 2 12 2
1 15 2 1 1 12 2
0 14 3 1 3 12 2
0 10 2 1 1 12 2
0 9 3 1 3 13 2
0 10 2 0 1 13 2
1 14 3 1 2 13 2
0 12 3 0 1 13 2
1 9 3 0 1 13 2
0 10 5 1 3 13 2
0 13 4 0 2 13 2
0 12 3 1 1 13 2
0 8 2 0 4 13 2
0 8 3 1 6 13 2
1 9 3 0 1 13 2
0 13 3 0 5 13 2
0 15 5 0 2 13 2
0 8 2 1 5 13 2
0 14 3 0 1 13 2
0 12 4 1 2 13 2
0 8 3 1 3 13 2
0 NaN 3 0 1 13 2
0 10 2 1 3 13 2
0 10 3 0 3 13 2
0 9 4 0 4 13 2
0 10 3 1 3 13 2
0 8 4 0 4 13 2
0 13 4 1 2 13 2
1 13 3 1 2 13 2
1 13 2 1 2 13 2
0 13 5 0 1 13 2
0 9 3 1 1 13 2
0 8 3 1 5 13 2
1 13 3 1 3 13 2
0 8 3 0 2 13 2
0 12 3 0 3 13 2
0 8 3 1 4 13 2
0 13 4 0 2 13 2
0 14 4 0 1 13 2
0 10 3 0 4 13 2
1 11 4 1 2 13 2
0 13 4 0 2 13 2
0 10 3 1 1 13 2
1 10 3 0 3 13 2
0 10 3 0 2 13 2
0 8 3 0 5 13 2
0 13 4 0 2 13 2
0 13 3 1 1 13 2
0 12 3 0 3 13 2
0 11 3 0 2 13 2
0 10 4 1 3 13 2
1 8 3 1 6 13 2
0 8 2 0 3 13 2
1 13 3 1 1 13 2
0 9 3 0 4 13 2
0 8 3 1 3 13 2
NaN 7 2 1 6 13 2
1 9 4 1 6 13 2
0 15 4 0 2 13 2
0 15 4 0 2 13 2
0 10 3 0 2 13 2
0 14 4 0 2 13 2
0 10 3 1 1 13 2
0 13 4 1 1 13 2
1 10 3 0 1 13 2
0 NaN 3 1 1 13 2
0 9 2 0 2 13 2
0 10 4 0 1 13 2
0 10 3 0 3 13 2
0 10 3 1 2 13 2
0 10 3 0 1 13 2
0 8 3 1 2 13 2
0 12 2 1 1 13 2
0 11 3 1 2 13 2
1 14 3 0 1 13 2
0 9 3 0 2 13 2
0 12 3 1 4 13 2
1 8 2 0 4 13 2
0 10 3 1 2 13 2
0 10 3 0 3 13 2
1 10 3 0 2 13 2
1 10 3 0 1 13 2
0 10 2 1 6 13 2
1 8 3 0 6 13 2
0 12 3 1 2 13 2
1 8 3 0 5 13 2
0 8 3 1 3 13 2
0 10 3 0 3 13 2
0 9 3 0 4 13 2
0 14 3 0 2 13 2
0 14 3 0 2 13 2
0 13 3 1 5 13 2
1 11 3 1 3 13 2
1 11 3 1 6 13 2
0 8 2 0 5 13 2
0 13 3 0 2 13 2
1 12 3 0 6 13 2
0 11 3 1 2 13 2
0 14 5 0 2 13 2
0 10 2 0 1 13 2
0 9 3 1 2 13 2
0 12 3 1 1 13 2
NaN 12 3 1 1 13 2
0 13 3 1 1 13 2
0 13 3 1 1 13 2
0 9 3 0 4 13 2
0 10 4 0 2 13 2
0 8 3 0 4 13 2
0 10 3 1 4 13 2
0 10 3 1 2 13 2
0 10 3 1 1 13 2
0 8 3 0 4 13 2
0 9 3 0 2 13 2
0 13 3 1 2 13 2
0 9 3 1 1 13 2
0 10 3 0 2 13 2
0 10 4 1 2 13 2
NaN 12 3 1 2 13 2
0 15 3 1 2 13 2
0 12 3 1 2 13 2
1 13 4 1 2 13 2
0 15 5 1 3 13 2
0 13 3 1 5 13 2
0 9 3 0 2 13 2
0 9 3 1 4 13 2
0 8 3 0 6 13 2
0 10 3 1 4 13 2
0 11 3 0 4 13 2
0 12 4 0 4 13 2
0 10 3 0 5 13 2
1 10 3 1 6 13 2
0 14 1 0 2 13 2
1 12 2 0 1 13 2
0 9 3 0 5 13 2
1 9 2 0 3 13 2
1 9 1 0 2 13 2
1 13 3 1 1 13 2
0 9 2 0 2 13 2
0 14 3 0 4 13 2
0 12 3 0 5 13 2
1 12 4 1 4 13 2
0 8 3 1 6 13 2
1 8 3 0 5 13 2
0 9 4 1 1 13 2
1 9 3 0 1 13 2
0 10 3 0 3 13 2
0 8 3 0 6 13 2
0 9 3 0 3 13 2
0 9 3 0 1 13 2
0 14 4 1 3 13 2
0 15 3 1 2 13 2
1 11 2 0 1 13 2
1 12 4 0 5 13 2
0 11 3 1 5 13 2
0 12 4 0 5 13 2
0 8 3 0 5 13 2
0 8 3 0 6 13 2
0 12 3 0 5 13 2
0 14 3 1 1 13 2
0 13 3 0 1 13 2
0 12 5 0 1 13 2
0 10 3 0 2 13 2
0 5 3 0 5 13 2
0 13 3 0 1 13 2
0 9 3 0 1 13 2
0 9 3 0 1 13 2
0 14 3 1 3 13 2
1 9 3 1 3 13 2
0 13 2 1 1 13 2
0 12 3 1 3 13 2
0 15 3 1 1 13 2
1 10 3 0 2 13 2
0 8 3 0 5 13 2
0 13 4 1 1 13 2
1 8 3 1 6 13 2
1 8 3 0 5 13 2
1 8 3 1 6 13 2
0 13 3 0 1 13 2
0 13 2 1 1 13 2
1 12 3 1 2 13 2
0 10 3 1 3 13 2
1 10 3 1 2 13 2
1 10 3 1 2 13 2
1 10 3 1 1 13 2
0 8 3 1 4 13 2
0 15 3 0 4 13 2
0 13 3 0 3 13 2
0 13 3 0 3 13 2
0 8 5 0 1 13 2
0 13 3 1 1 13 2
0 8 4 0 1 13 2
1 13 2 1 2 13 2
0 9 3 1 2 13 2
0 13 2 1 1 13 2
0 13 4 0 1 13 2
1 10 3 1 2 13 2
1 10 3 0 3 13 2
0 10 3 1 2 13 2
1 8 3 1 4 13 2
0 8 3 1 4 13 2
1 10 3 0 4 13 2
0 8 2 1 6 13 2
NaN 13 4 1 4 13 2
1 10 3 1 5 13 2
0 8 3 1 4 13 2
0 10 3 0 5 13 2
0 8 2 1 3 13 2
0 8 2 1 5 13 2
1 10 3 0 3 13 2
0 10 3 0 2 13 2
0 8 2 1 1 13 2
0 10 3 1 2 13 2
1 10 2 0 2 13 2
0 13 4 1 1 13 2
0 8 3 1 5 13 2
1 10 4 0 3 13 2
0 13 3 1 2 13 2
1 13 4 1 4 13 2
0 13 3 0 4 13 2
0 10 3 1 3 13 2
0 9 3 0 5 13 2
0 9 3 1 5 13 2
0 10 3 0 5 13 2
0 14 3 0 2 13 2
0 10 4 0 2 13 2
0 8 3 0 4 13 2
0 10 3 1 2 13 2
0 10 3 1 2 13 2
1 8 3 1 5 13 2
0 13 4 1 1 13 2
1 9 3 1 2 13 2
0 13 3 1 3 13 2
1 12 3 1 4 13 2
0 10 3 1 2 13 2
0 11 3 1 2 13 2
0 9 3 1 4 13 2
1 9 3 0 1 13 2
0 9 3 1 4 13 2
NaN 9 3 0 2 13 2
1 9 3 1 4 13 2
0 10 3 0 1 13 2
0 10 4 0 1 13 2
0 10 3 0 1 13 2
0 10 4 1 1 13 2
1 12 3 0 3 13 2
0 13 4 1 3 13 2
0 14 4 1 3 13 2
0 8 3 0 4 13 2
0 9 3 1 3 13 2
0 13 3 1 4 13 2
0 10 5 1 4 13 2
0 10 3 0 5 13 2
0 9 3 0 3 13 2
0 10 4 0 5 13 2
1 10 3 0 2 13 2
0 8 2 1 4 13 2
NaN 8 3 1 5 13 2
0 8 3 0 4 13 2
0 8 3 1 6 13 2
0 8 3 0 5 13 2
0 10 3 0 3 13 2
0 14 3 1 5 13 2
0 9 2 0 4 13 2
0 13 3 0 3 13 2
1 12 3 0 1 13 2
1 10 2 0 3 13 2
0 10 3 0 2 13 2
0 13 5 0 1 13 2
0 15 1 0 2 13 2
0 13 4 0 1 13 2
0 13 4 1 5 13 2
0 12 4 1 4 13 2
0 10 3 1 2 13 2
0 9 3 0 1 13 2
1 13 4 0 1 13 2
1 9 2 1 2 13 2
0 8 3 1 6 13 2
0 10 4 1 3 13 2
0 10 5 1 2 13 2
0 13 5 0 1 13 2
0 14 3 0 4 13 2
0 8 3 1 4 13 2
0 10 5 1 3 13 2
0 11 3 1 1 13 2
0 10 3 0 3 13 2
0 13 3 0 4 13 2
0 13 3 1 3 13 2
0 10 3 0 2 13 2
0 12 3 0 3 13 2
0 13 3 0 4 13 2
0 8 1 0 4 13 2
0 13 4 0 1 13 2
1 10 3 0 2 13 2
0 10 3 0 3 13 2
0 11 1 0 2 13 2
0 13 3 0 2 13 2
0 10 3 1 1 13 2
0 12 5 1 2 13 2
0 13 5 1 2 13 2
0 13 4 0 2 13 2
0 13 3 1 2 13 2
0 13 4 0 1 13 2
0 9 3 1 4 13 2
0 10 3 1 2 13 2
0 12 3 0 2 13 2
0 12 3 1 1 13 2
0 14 4 0 1 13 2
0 13 4 0 1 13 2
1 14 3 0 1 13 2
0 10 3 1 2 13 2
1 13 4 1 2 13 2
0 11 4 1 5 13 2
0 10 3 0 4 13 2
0 9 3 0 5 13 2
0 11 4 0 5 13 2
0 14 3 1 5 13 2
0 13 4 1 4 13 2
0 12 4 1 4 13 2
0 12 4 0 4 13 2
0 10 4 1 3 13 2
0 12 4 1 1 13 2
1 9 5 1 3 13 2
1 8 3 0 5 13 2
0 13 4 0 6 13 2
0 14 2 0 2 13 2
0 9 3 1 3 13 2
1 11 3 1 1 13 2
0 8 5 0 3 13 2
0 10 4 1 6 13 2
0 10 3 1 2 13 2
0 10 3 0 3 13 2
0 8 3 0 5 13 2
0 8 3 0 4 13 2
NaN 8 3 1 3 13 2
NaN 9 3 0 4 13 2
0 9 3 0 3 13 2
0 10 2 1 1 13 2
0 10 2 1 1 13 2
0 10 3 1 3 13 2
1 9 3 1 3 13 2
0 10 2 0 2 13 2
NaN 9 1 0 1 13 2
0 10 2 0 1 13 2
0 13 3 1 2 13 2
0 13 3 1 3 13 2
1 9 3 0 2 13 2
0 11 4 0 3 13 2
0 8 3 0 5 13 2
0 13 3 0 3 13 2
1 14 3 0 3 13 2
0 11 3 0 3 13 2
0 13 4 0 1 13 2
0 12 2 1 2 13 2
0 9 4 1 2 13 2
0 12 3 1 1 13 2
0 10 4 1 4 13 2
0 12 4 0 4 13 2
0 9 3 0 5 13 2
0 13 4 0 4 13 2
0 10 4 1 4 13 2
0 14 5 1 2 13 2
0 12 3 1 2 13 2
0 14 3 1 3 13 2
1 14 4 1 4 13 2
0 10 4 1 3 13 2
1 10 3 1 3 13 2
1 10 3 1 3 13 2
0 8 3 0 5 13 2
0 10 3 1 3 13 2
1 8 3 1 5 13 2
1 8 3 0 6 13 2
0 12 4 1 2 13 2
0 12 4 1 1 13 2
0 10 3 0 4 13 2
1 13 4 1 2 13 2
0 8 2 1 4 13 2
0 13 2 0 2 13 2
0 14 3 0 3 13 2
0 8 3 0 6 13 2
0 7 3 1 5 13 2
0 12 3 0 1 13 2
0 11 3 0 1 13 2
0 12 3 0 1 13 2
0 14 3 0 1 13 2
0 15 3 0 2 13 2
0 12 3 0 1 13 2
0 14 4 0 5 13 2
1 10 3 1 5 13 2
0 8 3 1 4 13 2
0 13 3 0 2 13 2
0 9 3 0 2 13 2
0 13 5 0 2 13 2
0 11 3 1 4 13 2
0 8 3 0 4 13 2
0 13 3 1 1 13 2
0 13 4 1 2 13 2
0 14 4 0 4 13 2
0 12 3 1 1 13 2
0 8 3 0 4 13 2
0 9 3 0 3 13 2
0 13 3 1 2 13 2
0 8 3 0 5 13 2
1 10 3 1 5 13 2
0 13 4 0 3 13 2
0 7 3 0 6 13 2
0 8 4 0 2 13 2
0 10 4 1 3 13 2
0 10 4 1 1 13 2
1 10 3 1 5 13 2
0 8 3 0 5 13 2
0 10 3 0 4 13 2
1 10 3 0 2 13 2
0 8 3 0 5 13 2
1 10 2 1 2 13 2
0 8 3 1 4 13 2
1 9 3 1 2 13 2
0 8 4 0 5 13 2
0 7 3 1 6 13 2
1 9 3 0 2 13 2
1 12 3 1 1 13 2
1 9 3 1 3 13 2
1 8 3 1 4 13 2
1 10 3 1 2 13 2
0 10 3 1 5 13 2
0 10 4 1 1 13 2
0 10 4 0 4 13 2
0 10 3 1 2 13 2
1 10 1 1 3 13 2
0 12 3 1 2 13 2
0 14 3 1 4 13 2
0 13 3 1 1 13 2
0 10 5 0 1 13 2
0 10 3 0 5 13 2
0 9 2 0 3 13 2
1 10 3 0 3 13 2
0 12 3 0 3 13 2
1 11 3 1 3 13 2
1 10 4 0 5 13 2
1 10 3 1 3 13 2
0 13 3 0 2 13 2
1 10 3 1 2 13 2
1 8 3 0 5 13 2
1 8 3 1 4 13 2
1 9 3 1 3 13 2
0 10 2 0 4 13 2
0 13 3 1 3 13 2
0 10 2 1 4 13 2
0 12 3 0 4 13 2
0 10 4 1 2 13 2
0 8 3 1 6 13 2
0 10 3 1 3 13 2
0 8 2 1 4 13 2
0 8 3 1 4 13 2
0 10 3 1 1 13 2
0 13 2 0 2 13 2
0 12 3 0 1 13 2
0 13 3 1 1 13 2
0 13 4 1 1 13 2
0 13 2 0 1 13 2
0 14 3 1 1 13 2
0 10 3 0 2 13 2
0 10 4 0 2 13 2
0 10 1 0 2 13 2
0 10 3 1 3 13 2
NaN 13 3 1 1 13 2
0 13 2 0 1 13 2
0 8 3 0 4 13 2
1 9 2 0 1 13 2
1 10 3 0 3 13 2
1 10 2 0 2 13 2
0 7 3 1 6 13 2
0 13 3 0 4 13 2
0 8 3 0 6 13 2
0 10 4 1 3 13 2
1 13 3 0 2 13 2
0 10 3 1 5 13 2
0 13 5 0 2 13 2
0 9 3 1 4 13 2
0 8 3 0 5 13 2
1 8 3 1 4 13 2
0 9 3 0 3 13 2
0 11 3 1 1 13 2
0 5 3 0 5 13 2
0 14 3 0 3 13 2
1 10 3 1 3 13 2
0 10 5 1 3 13 2
0 10 3 1 4 13 2
1 12 4 1 5 13 2
0 8 2 0 4 13 2
0 12 3 1 1 13 2
0 13 2 0 1 13 2
0 8 4 0 5 13 2
1 11 3 0 5 13 2
0 11 3 0 5 13 2
1 8 3 0 5 13 2
1 8 3 1 4 13 2
0 12 4 1 4 13 2
1 9 3 1 6 13 2
0 9 4 0 4 13 2
1 9 3 1 1 13 2
0 8 3 0 4 13 2
1 10 3 0 2 13 2
0 14 3 0 2 13 2
0 9 3 0 3 13 2
0 13 3 0 2 13 2
0 10 3 1 5 13 2
0 11 4 1 3 13 2
0 11 3 1 4 13 2
0 12 4 0 6 13 2
1 10 3 0 4 13 2
0 10 3 1 1 13 2
0 10 3 1 2 13 2
1 6 3 0 6 13 2
1 10 3 1 1 13 2
0 9 2 1 2 13 2
0 11 3 1 3 13 2
0 10 3 1 4 13 2
0 12 3 1 2 13 2
NaN 15 4 0 5 13 2
1 11 4 0 1 13 2
1 12 3 1 5 13 2
0 10 3 0 2 13 2
0 9 3 0 1 13 2
0 13 3 0 1 13 2
0 8 3 0 5 13 2
0 8 2 1 4 13 2
0 10 4 0 5 13 2
0 9 3 0 1 13 2
0 8 3 1 4 13 2
0 7 3 1 5 13 2
NaN 7 3 0 5 13 2
0 9 3 1 3 13 2
1 13 3 1 4 13 2
0 10 4 1 2 13 2
0 10 4 0 1 13 2
0 13 3 1 3 13 2
0 10 4 1 2 13 2
0 10 4 0 4 13 2
0 9 3 0 3 13 2
0 8 3 0 5 13 2
0 8 3 1 6 13 2
1 9 3 1 3 13 2
0 9 3 1 4 13 2
0 10 3 0 2 13 2
0 12 3 0 2 13 2
0 12 3 0 1 13 2
0 13 3 0 2 13 2
0 12 3 0 2 13 2
0 12 3 0 1 13 2
1 8 3 1 5 13 2
0 10 3 1 2 13 2
0 12 3 1 4 13 2
1 8 3 0 4 13 2
1 10 3 1 1 13 2
0 10 3 0 2 13 2
0 15 3 1 5 13 2
0 10 3 0 3 13 2
0 12 2 1 4 13 2
0 14 2 1 2 13 2
0 10 2 0 2 13 2
0 10 3 1 1 13 2
0 12 3 0 1 13 2
1 12 4 1 1 13 2
1 12 4 0 1 13 2
0 8 3 0 5 13 2
1 10 3 1 3 13 2
0 13 4 0 5 13 2
0 9 3 1 4 13 2
0 10 3 1 3 13 2
1 11 3 0 1 13 2
1 10 2 1 1 13 2
0 12 3 1 1 13 2
0 8 5 0 4 13 2
0 12 4 0 2 13 2
1 8 4 0 4 13 2
0 10 3 0 1 13 2
0 8 4 0 6 13 2
0 9 3 0 3 13 2
0 10 3 0 4 13 2
NaN 9 3 1 2 13 2
NaN 9 3 1 2 13 2
0 9 5 1 1 13 2
NaN 9 3 1 2 13 2
1 9 3 0 4 13 2
0 12 4 0 2 13 2
0 10 2 0 2 13 2
0 12 4 0 2 13 2
0 8 4 0 5 13 2
0 10 3 1 1 13 2
0 8 3 0 1 13 2
0 9 3 1 5 13 2
0 8 3 0 2 13 2
0 8 3 0 3 13 2
0 8 3 0 5 13 2
0 10 2 0 1 13 2
NaN 8 3 1 1 13 2
1 14 3 1 3 13 2
0 8 2 0 3 13 2
1 8 2 0 3 13 2
0 11 2 0 4 13 2
1 12 5 1 3 13 2
1 9 2 0 1 13 2
0 10 4 0 1 13 2
0 8 3 0 4 13 2
NaN 8 3 1 6 13 2
0 10 3 1 3 13 2
1 8 4 1 6 13 2
0 10 3 0 3 13 2
1 8 5 1 4 13 2
1 8 5 0 5 13 2
0 11 4 0 5 13 2
0 12 4 1 3 13 2
0 11 5 1 3 13 2
0 12 3 1 1 13 2
0 10 4 1 4 13 2
1 NaN 3 1 2 13 2
0 9 3 0 1 13 2
0 12 3 1 2 13 2
0 13 2 0 4 13 2
0 13 4 0 4 13 2
0 13 5 1 3 13 2
0 10 3 0 1 13 2
0 10 5 0 3 13 2
1 10 5 1 3 13 2
0 8 3 0 4 13 2
0 8 3 0 3 13 2
0 9 2 1 2 13 2
0 13 4 1 2 13 2
0 14 3 0 2 13 2
0 9 3 1 1 13 2
0 10 4 1 5 13 2
0 14 3 0 2 13 2
0 10 3 0 3 13 2
0 9 3 1 5 13 2
1 10 4 1 5 13 2
1 9 3 1 4 13 2
0 10 3 0 3 13 2
0 9 3 0 5 13 2
0 12 3 0 4 13 2
0 13 4 1 5 13 2
0 10 3 0 3 13 2
0 10 3 1 5 13 2
0 11 3 0 5 13 2
1 8 2 1 4 13 2
0 11 3 0 4 13 2
0 10 4 0 3 13 2
0 10 3 0 4 13 2
1 10 3 0 3 13 2
0 10 3 1 5 13 2
1 12 4 0 2 13 2
NaN 11 2 1 2 13 2
0 12 3 0 2 13 2
0 8 3 0 5 13 2
0 8 3 0 2 13 2
0 11 3 0 2 13 2
0 8 2 0 5 13 2
0 10 3 1 6 13 2
0 8 3 0 3 13 2
0 8 3 1 6 13 2
0 10 3 0 1 13 2
0 13 3 0 2 13 2
0 8 3 1 3 13 2
0 12 3 1 1 13 2
0 10 3 1 2 13 2
0 14 3 1 3 13 2
0 9 3 1 2 13 2
0 10 3 1 5 13 2
1 9 3 1 1 13 2
0 10 3 1 2 13 2
NaN 9 4 1 2 13 2
1 13 3 0 2 13 2
1 10 4 0 1 13 2
1 10 3 1 2 13 2
0 9 3 0 1 13 2
0 9 3 0 4 13 2
0 9 3 1 2 13 2
1 9 3 0 4 13 2
0 9 3 0 2 13 2
1 9 4 0 4 13 2
1 10 3 1 2 13 2
0 13 3 1 2 13 2
0 13 3 0 3 13 2
0 9 3 1 3 13 2
0 10 3 1 1 13 2
0 10 3 1 2 13 2
0 8 3 1 5 13 2
0 8 3 1 4 13 2
0 10 3 1 3 13 2
0 10 3 1 3 13 2
1 8 3 1 5 13 2
1 8 4 1 3 13 2
0 9 3 0 3 13 2
0 8 2 0 5 13 2
0 8 3 0 5 13 2
0 13 3 0 3 13 2
0 10 3 1 4 13 2
0 10 3 1 5 13 2
0 10 3 0 1 13 2
1 10 3 1 2 13 2
0 13 4 0 3 13 2
0 14 2 0 2 13 2
0 6 4 1 5 13 2
0 10 3 0 3 13 2
0 10 3 1 1 13 2
0 10 3 1 5 13 2
0 15 4 0 2 13 2
0 15 3 0 5 13 2
0 13 4 1 6 13 2
0 13 3 0 4 13 2
0 10 3 1 2 13 2
0 10 3 1 2 13 2
0 10 3 1 1 13 2
0 9 3 1 2 13 2
0 13 3 1 4 13 2
0 10 2 1 3 13 2
0 12 3 0 4 13 2
0 10 3 0 3 13 2
0 11 3 0 3 13 2
NaN 10 4 1 2 13 2
0 13 4 1 1 13 2
0 13 3 0 3 13 2
0 10 3 0 1 13 2
0 12 3 0 1 13 2
0 13 3 1 4 13 2
0 10 3 1 2 13 2
0 9 3 1 4 13 2
0 9 4 1 3 13 2
0 9 4 0 4 13 2
0 8 2 1 4 13 2
0 8 3 1 4 13 2
0 13 3 0 2 13 2
0 11 3 0 3 13 2
0 14 3 0 2 13 2
0 10 3 1 1 13 2
0 15 3 1 2 13 2
0 13 3 1 2 13 2
0 13 3 0 2 13 2
0 15 3 1 2 13 2
0 11 3 1 2 13 2
0 10 4 0 3 13 2
NaN 10 3 1 5 13 2
0 12 3 1 2 13 2
0 13 4 0 3 13 2
0 10 3 1 5 13 2
0 13 2 0 1 13 2
0 10 2 0 2 13 2
0 8 3 1 2 13 2
0 13 3 1 1 13 2
0 9 4 0 1 13 2
0 13 3 0 1 13 2
1 14 3 0 1 13 2
0 13 4 0 2 13 2
0 10 3 1 4 13 2
0 9 3 0 1 13 2
0 12 4 0 3 13 2
0 10 3 0 3 13 2
0 9 3 0 3 13 2
NaN 9 3 1 3 13 2
1 10 2 1 4 13 2
0 10 3 1 2 13 2
NaN 8 3 1 3 13 2
NaN 10 4 1 2 13 2
1 10 3 1 3 13 2
NaN 10 3 1 4 13 2
0 8 3 0 5 13 2
1 10 3 0 1 13 2
0 8 3 1 5 13 2
NaN 8 3 1 5 13 2
0 8 3 1 5 13 2
0 10 3 1 1 13 2
0 9 3 1 1 13 2
1 9 4 0 2 13 2
0 10 3 1 4 13 2
1 8 2 1 2 13 2
0 10 5 0 4 13 2
0 NaN 3 0 4 13 2
0 8 3 1 4 13 2
NaN 8 1 1 4 13 2
0 8 2 1 4 13 2
NaN 9 3 1 3 13 2
0 10 4 1 1 13 2
1 8 3 1 5 13 2
0 10 3 0 1 13 2
0 10 2 1 2 13 2
0 13 2 1 3 13 2
0 14 3 0 2 13 2
0 13 4 1 5 13 2
0 13 3 1 6 13 2
1 13 3 0 1 13 2
0 9 3 1 1 13 2
0 11 4 0 3 13 2
1 10 3 1 3 13 2
0 9 3 1 4 13 2
0 13 3 0 1 13 2
0 9 3 1 1 13 2
0 10 3 1 1 13 2
NaN 10 3 1 2 13 2
1 10 4 0 1 13 2
0 10 3 0 3 13 2
0 13 4 1 5 13 2
0 10 3 0 5 13 2
0 9 3 1 1 13 2
0 9 3 0 1 13 2
0 9 2 0 1 13 2
0 11 3 0 2 13 2
0 9 3 0 2 13 2
0 9 3 0 1 13 2
0 8 3 1 5 13 2
1 9 3 0 2 13 2
0 9 3 1 1 13 2
0 13 3 0 4 13 2
0 13 4 0 2 13 2
1 8 3 0 4 13 2
1 10 2 0 3 13 2
1 8 3 1 6 13 2
1 8 3 1 4 13 2
0 13 4 0 2 13 2
1 8 5 0 5 13 2
1 13 2 0 1 13 2
0 14 3 0 4 13 2
1 9 3 0 5 13 2
1 10 3 1 2 13 2
0 13 3 1 5 13 2
1 15 3 1 5 13 2
0 10 4 1 5 13 2
0 10 3 0 4 13 2
1 8 3 0 5 13 2
0 10 3 1 5 13 2
0 13 3 1 5 13 2
1 11 3 1 3 13 2
NaN 8 3 1 4 13 2
0 8 3 1 6 13 2
0 8 3 1 6 13 2
0 12 2 0 5 13 2
0 12 4 0 2 13 2
0 8 3 0 4 13 2
0 12 3 1 3 13 2
0 8 3 1 4 13 2
NaN 8 3 0 5 13 2
1 9 3 1 2 13 2
0 11 3 1 2 13 2
NaN 8 2 1 4 13 2
0 8 3 0 3 13 2
0 12 3 1 6 13 2
0 12 5 1 3 13 2
1 10 3 1 4 13 2
1 10 4 0 1 13 2
0 10 3 0 1 13 2
0 10 3 1 2 13 2
0 11 3 0 4 13 2
1 10 3 1 2 13 2
0 15 3 0 4 13 2
0 10 3 1 6 13 2
0 8 2 1 4 13 2
0 10 3 0 3 13 2
NaN 7 2 1 6 13 2
1 8 3 0 5 13 2
1 8 3 0 6 13 2
1 8 3 1 5 13 2
1 12 3 1 1 13 2
0 12 3 0 5 13 2
0 10 3 1 3 13 2
1 8 3 1 6 13 2
1 14 3 0 6 13 2
0 10 3 1 3 13 2
0 8 2 1 5 13 2
1 10 4 0 2 13 2
0 10 3 1 3 13 2
1 8 3 0 4 13 2
1 8 3 1 5 13 2
0 10 3 0 1 13 2
0 9 5 0 2 13 2
0 11 3 1 3 13 2
0 9 3 0 5 13 2
0 8 3 0 5 13 2
0 12 4 1 2 13 2
0 12 2 1 1 13 2
0 12 2 1 2 13 2
0 9 3 0 1 13 2
0 9 3 0 2 13 2
0 9 2 0 1 13 2
0 13 5 0 1 13 2
0 9 4 1 3 13 2
0 10 4 0 2 13 2
0 9 4 0 3 13 2
0 13 5 1 3 13 2
0 10 3 1 4 13 2
0 10 3 0 2 13 2
1 10 4 0 2 13 2
0 13 5 1 1 13 2
0 9 5 0 4 13 2
0 9 2 1 1 13 2
0 9 3 1 4 13 2
1 9 2 0 2 13 2
1 8 3 0 4 13 2
1 11 3 1 2 13 2
0 8 3 1 3 13 2
1 11 3 1 2 13 2
0 11 3 1 3 13 2
1 12 5 1 1 13 2
0 9 3 1 5 13 2
0 12 4 1 1 13 2
0 10 3 1 2 13 2
0 8 3 0 5 13 2
0 10 3 1 2 13 2
0 10 3 1 2 13 2
0 9 3 1 1 13 2
0 9 3 1 3 13 2
NaN 9 3 1 2 13 2
0 9 3 0 2 13 2
1 9 3 0 4 13 2
1 9 2 0 1 13 2
0 9 NaN 1 1 13 2
0 10 4 1 4 13 2
1 10 3 0 1 13 2
1 10 2 0 4 13 2
1 10 3 0 3 13 2
1 10 3 0 3 13 2
0 13 4 0 3 13 2
0 8 3 0 4 13 2
0 13 2 0 2 13 2
0 14 4 0 1 13 2
0 8 3 0 6 13 2
0 8 3 1 6 13 2
0 8 3 0 5 13 2
0 8 3 1 6 13 2
0 13 3 0 2 13 2
0 10 4 1 4 13 2
0 10 4 1 1 13 2
0 13 4 0 3 13 2
0 8 3 1 5 13 2
